등록유형,조달구분,공고시스템명,계약구분,계약일자,계약번호,계약변경차수,물품순번,부물품순번,최종계약여부,수요기관명,수요기관코드,수요기관구분,수요기관지역명,계약건명(품명),계약법구분,조항호코드,조항호명,계약방법,물품분류번호,품명,세부물품분류번호,세부품명,물품식별번호,품목,계약승인일자,단위,수량,증감수량,금액(USD),실통화금액,실통화금액코드명,실통화금액국가명,계약수량,계약금액(USD),USD환율(BASIC),USD환율(TTS),실통화계약금액,통화국코드,통화국가명,업체명,업체사업자등록번호,업체기업구분명,외자공급업체,외자제작업체,인도조건,HSK번호,원산지,최초계약금액(USD),조달요청번호,입찰공고번호,입찰공고차수,낙찰자결정방법,장기계속계약여부,장기계약차수
나라장터(G2B),중앙조달,,총액계약,20210113,00210022,00,1,0,Y,재단법인 금산인삼약초산업진흥원,Z019498,기타기관,충청남도 금산군,액체크로마토그래피,지방계약법,,,일반경쟁,41115705,액체크로마토그래프,4111570501,액체크로마토그래피,21764023,"액체 크로마토그래피, Agilent, DE/1290, UHPLC",20210113,SYSTEM,1,1,92588,92588,USD,미국,1,92588,1099.9,1110.6,92588,USD,미국,한국애질런트테크놀로지스(주),1168176217,중소기업,Agilent Technologies Singapore(Sales) Pte Ltd.,Agilent Technologies Singapore (International) Pte. Ltd.,지정장소 운송인 인도(FCA),9027200000,미국,92588,20PE0212,20201234899,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210115,00210023,00,1,0,Y,한국탄소산업진흥원,B554586,기타기관,전라북도 전주시 덕진구,열량계,지방계약법,,,일반경쟁,41112201,열량계,4111220101,열량계,20643276,"열량계, 수요기관규격",20210115,SET,1,1,148289.6,148289.6,USD,미국,1,148289.6,1100.3,1111,148289.6,USD,미국,태멘무역,2053465277,중소기업,"Dongguan Skyline Industrial Co., Ltd.","Dongguan Skyline Industrial Co., Ltd.",지정목적지 운송비.보험료 지급인도(CIP),9027100000,중국,148289.6,20RD0147,20201113163,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210115,00210024,00,1,0,Y,강원대학교 교육기본시설 도서관,C010642,국가기관,강원도 춘천시,잡지,국가계약법,,,일반경쟁,55101506,잡지,5510150601,잡지,20684230,"잡지, IEEE, 월간, Transactions on medical imaging",20210115,LOT,48,48,264226,264226,USD,미국,48,264226,1100.3,1111,264226,USD,미국,주식회사엠제이에스인터내셔날,1018610595,중소기업,MJS International Inc,MJS International Inc,지정목적지 관세 지급인도(DDP),4902909010,WORLD WIDE,264226,20GA1124,20201237869,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210204,00210025,00,1,0,Y,충남테크노파크,Z001330,기타기관,충청남도 천안시 서북구,투과전자현미경,지방계약법,,,일반경쟁,41111721,투과전자현미경(TEM),4111172101,투과전자현미경,23935109,"투과전자현미경, Thermo fisher scientific, CZ/Talos F200X, 2000000배",20210204,SET,1,1,1112000,1112000,USD,미국,1,1112000,1114,1124.9,1112000,USD,미국,에프이아이코리아 주식회사,1048642437,중소기업,FEI Hong Kong Company Limited,Thermo Fisher Scientific Brno s.r.o,지정장소 운송인 인도(FCA),9012101090,체코,1112000,20RD0148,20201224545,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210120,00210026,00,1,0,Y,경찰청,1320000,국가기관,서울특별시 서대문구,기타시약및지시약,국가계약법,02300040-20110801,,수의계약,12161599,기타시약및지시약,1216159901,기타시약및지시약,22073099,"기타시약및지시약, 수요기관규격",20210120,SET,1,1,357083,357083,USD,미국,1,357083,1102.1,1112.9,357083,USD,미국,퀴아젠코리아 유한회사,1198193476,중소기업,QIAGEN  GmbH,QIAGEN GmbH,지정장소 운송인 인도(FCA),3822002020,독일,357083,20GA1125,20201239308,00,[수의]수의시담,,
나라장터(G2B),중앙조달,,총액계약,20210122,00210027,00,1,0,Y,경기도 경기도북부동물위생시험소,6412103,지자체,경기도 양주시,추출기,지방계약법,,,일반경쟁,41104806,실험용추출기,4110480601,추출기,24041552,"추출기, Raykol, CN/Fotector-08HT",20210122,SYSTEM,1,1,80000,80000,USD,미국,1,80000,1099.2,1109.9,80000,USD,미국,인성크로마텍(주),1178119994,중소기업,AMERITECH SCIENTIFIC COPRPORATION,"Raykol Group Corp., Ltd.",지정장소 운송인 인도(FCA),8479899099,중국,80000,20GA1044,20201226863,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210119,00210028,00,1,0,Y,재단법인 금산인삼약초산업진흥원,Z019498,기타기관,충청남도 금산군,액체크로마토그래피,지방계약법,,,일반경쟁,41115705,액체크로마토그래프,4111570501,액체크로마토그래피,22308359,"액체크로마토그래피, Shimadzu, JP/Nexera, 초고속",20210119,SYSTEM,1,1,55456.47,5750000,JPY,일본,2,58880.95,1104.4,1115.2,58880.95,USD,미국,비케이테크놀로지 주식회사,4808801203,중소기업,Shimadzu Corporation,Shimadzu Corporation,지정장소 운송인 인도(FCA),9027200000,일본,58880.95,20PE0210,20201235168,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210119,00210028,00,1,1,Y,재단법인 금산인삼약초산업진흥원,Z019498,기타기관,충청남도 금산군,액체크로마토그래피,지방계약법,,,일반경쟁,41115705,액체크로마토그래프,4111570501,액체크로마토그래피,22308359,"액체크로마토그래피, Shimadzu, JP/Nexera, 초고속",20210119,SYSTEM,1,1,3424.48,3782000,KRW,대한민국,2,58880.95,1104.4,1115.2,58880.95,USD,미국,비케이테크놀로지 주식회사,4808801203,중소기업,BK Technology,"SAMSUNG ELECTRONICS CO., LTD.",Delivered to End-User's site(DTE),9027200000,대한민국,58880.95,20PE0210,20201235168,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210121,00210029,00,1,0,Y,서울대학교 자연과학대학,7000631,국가기관,서울특별시 관악구,세포분석기,국가계약법,,,일반경쟁,41115413,세포분석기,4111541301,세포분석기,22935457,"세포분석기, Becton dickinson and company, US/BD LSRFortessa X-20",20210121,SYSTEM,1,1,252000,252000,USD,미국,1,252000,1100,1110.7,252000,USD,미국,주식회사 인스코리아,2148899018,중소기업,Becton Dickinson Holdings Pte Ltd.,Becton Dickinson and Company,지정장소 운송인 인도(FCA),9027509000,미국,252000,20GA1085,20201129029,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210204,00210030,00,1,0,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,충격시험기,지방계약법,,,일반경쟁,41114612,충격식검사기,4111461201,충격시험기,24011669,"충격시험기, ITW test and measurement italia, IT/9450, 1800J",20210204,SYSTEM,1,1,173000,173000,USD,미국,2,348450,1114,1124.9,348450,USD,미국,유한회사 인스트론코리아,2208121888,중소기업,ITW TEST AND MEASUREMENT ITALIA S.r.l.,ITW TEST AND MEASUREMENT ITALIA S.r.l.,지정목적항 운임.보험료포함인도(CIF),9024104000,이탈리아,348450,20RD0154,20201129001,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210204,00210030,00,1,1,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,충격시험기,지방계약법,,,일반경쟁,41114612,충격식검사기,4111467401,만능재료시험기,22082743,"만능재료시험기, Instron, US/5985, 25000kg",20210204,SYSTEM,1,1,175450,175450,USD,미국,2,348450,1114,1124.9,348450,USD,미국,유한회사 인스트론코리아,2208121888,중소기업,"Instron, a division of Illinois Tool Works Inc","Instron, a division of Illinois Tool Works Inc",지정목적항 운임.보험료포함인도(CIF),9024104000,미국,348450,20RD0154,20201129001,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210122,00210031,00,1,0,Y,부산대학교 도서관,7000514,국가기관,부산광역시 금정구,잡지,국가계약법,,,일반경쟁,55101506,잡지,5510150601,잡지,20273859,잡지,20210122,LOT,387,387,430649,430649,USD,미국,387,430649,1099.2,1109.9,430649,USD,미국,(주)윌저널,1028127755,중소기업,Will Journal Inc,Will Journal Inc,지정목적지 관세 지급인도(DDP),4902909010,WORLD WIDE,430649,20GA1111,20210104450,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210125,00210032,00,1,0,Y,강원대학교 산학협력단,Z010852,기타기관,강원도 춘천시,잡지,국가계약법,,,일반경쟁,55101506,잡지,5510150601,잡지,20684230,"잡지, IEEE, 월간, Transactions on medical imaging",20210125,LOT,66,66,271531,271531,USD,미국,66,271531,1102.3,1113.1,271531,USD,미국,주식회사엠제이에스인터내셔날,1018610595,중소기업,MJS International Inc,MJS International Inc,지정목적지 관세 지급인도(DDP),4902909010,WORLD WIDE,271531,20PE0224,20210104278,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210125,00210033,00,1,0,Y,경상북도 예천군,5230000,지자체,경상북도 예천군,총유기탄소분석기,지방계약법,,,일반경쟁,41113315,유기탄소측정기,4111331501,총유기탄소분석기,20713557,"총유기탄소분석기, Analytik jena, DE/multi N/C 3100",20210125,SYSTEM,1,1,58996.02,48484.52,EUR,유로,2,72697.37,1102.3,1113.1,72697.37,USD,미국,어날리틱예나코리아 유한회사,2328700011,중소기업,Analytik Jena GmbH,Analytik Jena GmbH,지정장소 운송인 인도(FCA),9027801000,독일,72697.37,20GA1067,20201235216,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210125,00210033,00,1,1,Y,경상북도 예천군,5230000,지자체,경상북도 예천군,총유기탄소분석기,지방계약법,,,일반경쟁,41113315,유기탄소측정기,4111331501,총유기탄소분석기,20713557,"총유기탄소분석기, Analytik jena, DE/multi N/C 3100",20210125,SYSTEM,1,1,13701.35,15103000,KRW,대한민국,2,72697.37,1102.3,1113.1,72697.37,USD,미국,어날리틱예나코리아 유한회사,2328700011,중소기업,Analytik Jena Korea Ltd.,SAMSUNG ELECTRONICS,Delivered to End-User's site(DTE),9027801000,대한민국,72697.37,20GA1067,20201235216,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210127,00210034,00,1,0,Y,학교법인 을지대학병원,Z015746,기타기관,대전광역시 서구,분주기,국가계약법,,,일반경쟁,41121516,디스펜서,4112151601,분주기,22362527,"분주기, Hamilton robotics, US/STARlet",20210127,SET,1,1,94300,94300,USD,미국,1,94300,1103,1113.8,94300,USD,미국,예사이언스,8833700736,중소기업,Hamilton Company,Hamilton Company,지정장소 운송인 인도(FCA),8479899099,미국,94300,20PE0198,20201119107,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210126,00210035,00,1,0,Y,한국자동차연구원,Z005460,기타기관,충청남도 천안시 동남구,동력계,국가계약법,,,일반경쟁,41114501,동력계,4111450101,동력계,20707397,"동력계, AVL, R-1064",20210126,SET,1,1,570722.81,470000,EUR,유로,1,570722.81,1103.2,1114,470000,EUR,유로,한국에이브이엘(주),2208118383,중견기업,AVL LIST GMBH,AVL LIST GMBH,도착장소인도(DAP),9031809080,유럽주,570722.81,20RD0160,20201119082,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210126,00210036,00,1,0,Y,한국자동차연구원,Z005460,기타기관,충청남도 천안시 동남구,전동기/발전기원리실험장치,국가계약법,,,일반경쟁,60104994,전동기/발전기원리실험장치,6010499401,전동기/발전기원리실험장치,20480131,"전동기발전기원리실험장치, 수요기관규격",20210126,SYSTEM,1,1,486085.83,400300,EUR,유로,1,486085.83,1103.2,1114,400300,EUR,유로,한국에이브이엘(주),2208118383,중견기업,AVL LIST GMBH,AVL LIST GMBH,도착장소인도(DAP),9031809099,유럽주,486085.83,20RD0161,20201224604,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210128,00210037,00,1,0,Y,한국전기연구원,Z004847,기타공공기관,경상남도 창원시 성산구,정지형변환기,국가계약법,,,일반경쟁,32121704,정적변환기,3212170401,정지형변환기,20179775,정지형변환기,20210128,SET,1,1,871800,871800,USD,미국,1,871800,1104,1114.8,871800,USD,미국,(주)인터맥,6208130025,중소기업,INGETEAM POWER TECHNOLOGY,INGETEAM POWER TECHNOLOGY,지정목적항 운임.보험료포함인도(CIF),9032899090,스페인,871800,20RD0128,20201201905,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210128,00210038,00,1,0,Y,경상국립대학교 부속기관 교육기본시설 도서관,C020525,국가기관,경상남도 진주시,잡지,국가계약법,,,일반경쟁,55101506,잡지,5510150601,잡지,20273859,잡지,20210128,LOT,33,33,73178,73178,USD,미국,33,73178,1104,1114.8,73178,USD,미국,주식회사 티와이엠,1068128552,중견기업,"TONG YANGMOOLSAN CO.,LTD","TONGYANGMOOLSAN CO.,LTD",지정목적지 관세 지급인도(DDP),4902909010,대한민국,73178,21GA0002,20210105197,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210128,00210039,00,1,0,Y,국토교통부 항공교통본부,1613518,국가기관,대구광역시 동구,레이더,국가계약법,,,일반경쟁,46171616,레이더탐지기,4617161601,레이더,20165962,"레이더, 시스템, 수요기관규격",20210128,SET,1,1,8558258.51,7070030,EUR,유로,2,10183349.09,1104,1114.8,10183349.09,USD,미국,메타넷대우정보 주식회사,1048118820,중견기업,"INDRA SISTEMAS, S.A.","INDRA SISTEMAS, S.A.",지정목적지 관세 지급인도(DDP),8526100000,스페인,10183349.09,20GA0957,20201230181,00,[협상]협상에 의한 계약,,
나라장터(G2B),중앙조달,,총액계약,20210128,00210039,00,1,1,Y,국토교통부 항공교통본부,1613518,국가기관,대구광역시 동구,레이더,국가계약법,,,일반경쟁,46171616,레이더탐지기,4617161601,레이더,20165962,"레이더, 시스템, 수요기관규격",20210128,SET,1,1,1625090.58,1794100000,KRW,대한민국,2,10183349.09,1104,1114.8,10183349.09,USD,미국,메타넷대우정보 주식회사,1048118820,중견기업,"Metanet DT Co., Ltd","Metanet DT Co., Ltd",Delivered to End-User's site(DTE),8526100000,대한민국,10183349.09,20GA0957,20201230181,00,[협상]협상에 의한 계약,,
나라장터(G2B),중앙조달,,총액계약,20210127,00210040,00,1,0,Y,(재)포항산업과학연구원,Z030416,기타기관,경상북도 포항시 남구,주사탐침현미경,국가계약법,,,일반경쟁,41111724,주사탐침현미경,4111172401,주사탐침현미경,20642632,"주사탐침현미경, 수요기관규격",20210127,SET,1,1,231067.91,190000,EUR,유로,2,271412.42,1103,1113.8,271412.42,USD,미국,주식회사 텍스코코리아,2068704191,중소기업,"Bruker Singapore Pte,Ltd",Bruker Nano GmbH,지정장소 운송인 인도(FCA),9012101090,독일,271412.42,20RD0174,20201240637,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210127,00210040,00,1,1,Y,(재)포항산업과학연구원,Z030416,기타기관,경상북도 포항시 남구,주사탐침현미경,국가계약법,,,일반경쟁,41111724,주사탐침현미경,4111151601,천평대,24074934,"천평대, 텍스코코리아, AVT-AH2, 950×900×1610mm",20210127,SET,1,1,40344.51,44500000,KRW,대한민국,2,271412.42,1103,1113.8,271412.42,USD,미국,주식회사 텍스코코리아,2068704191,중소기업,Tecsco Korea Co.Ltd,"Tecsco Korea Co.Ltd.,",Delivered to End-User's site(DTE),9012101090,대한민국,271412.42,20RD0174,20201240637,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210129,00210041,00,1,0,Y,서울대학교산학협력단,Z017878,기타기관,서울특별시 관악구,냉매압축기,국가계약법,,,일반경쟁,40151607,냉매압축기,4010179901,응축기,24123382,"응축기, Cryomech, US/LHeP55, 55L",20210129,SYSTEM,1,1,340000,340000,USD,미국,1,340000,1114.6,1125.5,340000,USD,미국,주식회사 에스크,2148713973,중소기업,"CRYOMECH, INC.","CRYOMECH, INC.",지정장소 운송인 인도(FCA),8419600000,미국,340000,20PE0207,20201135672,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210205,00210042,00,1,0,Y,재단법인춘천바이오산업진흥원,Z006579,기타기관,강원도 춘천시,고효율시료검색시스템,국가계약법,,,일반경쟁,41105505,고효율시료검색시스템,4110550501,고효율시료검색시스템,21268832,"고효율시료검색시스템, Perkinelmer, US/JANUS, Automated workstation",20210205,SET,1,1,58000,58000,USD,미국,1,58000,1116.7,1127.6,58000,USD,미국,바이오포유,7650600259,중소기업,PerkinElmer Singapore Pte Ltd,Perkinelmer Inc,지정장소 운송인 인도(FCA),8479899099,미국,58000,20RD0134,20201205714,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210128,00210043,00,1,0,Y,한국지질자원연구원,B551176,기타공공기관,대전광역시 유성구,해저자원탐사선,국가계약법,,,일반경쟁,25111589,해저자원탐사선,2511158901,해저자원탐사선,20067929,해저자원탐사선,20210128,ETC,1,1,60303442.03,66575000000,KRW,대한민국,1,60303442.03,1104,1114.8,66575000000,KRW,대한민국,주식회사 에이치제이중공업,6028142993,중견기업,Hanjin Hevay Industries and Construction Co Ltd,Hanjin Hevay Industries and Construction Co Ltd,Delivered to End-User's site(DTE),8906900000,대한민국,60303442.03,20PE0203,20201218447,00,[협상]협상에 의한 계약,Y,1
나라장터(G2B),중앙조달,,총액계약,20210128,00210044,00,1,0,Y,충남테크노파크,Z001330,기타기관,충청남도 천안시 서북구,주사전자현미경,지방계약법,,,일반경쟁,41111720,주사전자현미경(SEM),4111172001,주사전자현미경,24077522,"주사전자현미경, Thermo fisher scientific, CZ/Helios 5 UC",20210128,SYSTEM,1,1,830000,830000,USD,미국,1,830000,1104,1114.8,830000,USD,미국,에프이아이코리아 주식회사,1048642437,중소기업,FEI Hong Kong Company Limited,Thermo Fisher Scientific Brno s.r.o,지정장소 운송인 인도(FCA),9012101090,체코,830000,20RD0149,20201241955,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210201,00210045,00,1,0,Y,재단법인FITI시험연구원,Z001800,기타기관,서울특별시 강서구,열량계,국가계약법,,,일반경쟁,41112201,열량계,4111220101,열량계,20643276,"열량계, 수요기관규격",20210201,SET,1,1,1403000,1403000,USD,미국,1,1403000,1117.2,1128.1,1403000,USD,미국,(주)태크녹스,1218134034,중소기업,THERMETRICS,THERMETRICS,지정장소 운송인 인도(FCA),9027802090,미국,1403000,20RD0179,20201241839,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210205,00210047,00,1,0,Y,인천대학교 산학협력단,Z011337,기타기관,인천광역시 연수구,레이저현미경,국가계약법,,,일반경쟁,41111723,"주사광학,스피닝디스크또는레이저주사현미경",4111172301,레이저현미경,22521140,"레이저현미경, Nikon, JP/C2+",20210205,SET,1,1,195121.68,20600000,JPY,일본,1,195121.68,1116.7,1127.6,20600000,JPY,일본,엔아이,2102357735,중소기업,NIKON CORPORATION,NIKON CORPORATION,지정장소 운송인 인도(FCA),9011803000,일본,195121.68,20PE0219,20201237877,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210219,00210048,00,1,0,Y,(주) 금비,ZT02987,기타기관,경기도 이천시,기계식진공펌프,국가계약법,,,일반경쟁,40151502,진공펌프,4015150201,기계식진공펌프,20528545,"기계식진공펌프, DS-25H, 14.5L/min, 0.4kW",20210219,SET,1,1,105222.24,87000,EUR,유로,1,105222.24,1105.7,1116.5,87000,EUR,유로,주식회사 신성엔지니어링,1238164024,중소기업,Pneumofore S.p.A,Pneumofore S.p.A,지정장소 운송인 인도(FCA),8413915000,이탈리아,105222.24,20RD0113,20201111860,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210205,00210049,00,1,0,Y,경찰청,1320000,국가기관,서울특별시 서대문구,기타시약및지시약,국가계약법,02300040-20110801,,수의계약,12161599,기타시약및지시약,1216159901,기타시약및지시약,22073099,"기타시약및지시약, 수요기관규격",20210205,SET,1,1,2301082,2301082,USD,미국,1,2301082,1116.7,1127.6,2301082,USD,미국,프로메가코리아 유한회사,1208743172,중견기업,Promega Corporation,Promega Corporation,지정장소 운송인 인도(FCA),3822002020,미국,2301082,20GA1126,20210119704,00,[수의]수의시담,,
